A_id,Size,Weight,Sweetness,Crunchiness,Juiciness,Ripeness,Acidity,Quality
868.0,-0.593083739,-0.614563467,-0.965532008,1.375837668,-0.404390723,0.632694826,-0.332070551,bad
2927.0,-0.14127596,-2.128509614,1.300520345,0.393948595,-0.505539817,2.69004293,0.637151688,good
2006.0,-3.65522619,0.5573377,-0.326562959,2.16042424,5.027975868,-1.980610936,-2.03105815,good
2172.0,4.462673691,-1.13273302,0.826322493,-2.59824637,5.461806557,0.313965906,5.91888783,good
2877.0,-4.85723015,0.918827133,1.828043929,1.05362924,1.162220189,-1.082272142,0.734982747,good
68.0,-1.129060897,-0.257836171,-1.942238912,-0.020934662,-0.724138915,2.662111019,-0.112472887,bad
3488.0,-1.669019235,-3.96971608,-2.343073081,0.689359012,3.32173765,-1.541197505,0.753544133,good
1409.0,-2.338410524,-1.465258549,-1.967031313,0.105717381,-0.638577351,3.590287769,-1.474773962,bad
3347.0,0.46606931,-3.221736543,1.024727597,0.863847284,1.310376599,-1.9323726,1.899972028,good
2078.0,-0.198221898,-0.496620367,0.351846971,0.058835702,1.803724472,0.368058992,-4.534759594,good
2340.0,-0.163835024,-1.963474387,-1.887763957,1.6620155,0.460578839,2.524150425,0.869982944,bad
273.0,-0.284107695,-1.754920326,1.174448898,2.289448917,1.288249759,1.153113388,0.398870457,good
971.0,0.605090372,-1.545072015,-3.286126482,0.606338826,2.018061154,0.722150344,2.518539233,bad
623.0,-0.560196671,-0.662942705,-1.656042825,0.400827222,0.993949901,1.07700051,0.703618681,bad
3210.0,-1.837120181,-0.029495946,1.403076051,1.582249104,-1.206133615,-1.79449251,3.201419042,bad
2562.0,-0.861441629,1.029468622,-1.903931675,0.756098657,-2.540331356,-0.222188134,-0.087134055,good
1581.0,0.762014747,-0.424922931,-4.20787176,0.632936402,0.803628061,2.27390094,-1.874856057,bad
2459.0,1.01550103,-0.302487386,-0.046176882,-1.037176834,0.028679152,-0.713654382,-0.662878148,good
1418.0,-0.584732717,-1.159162626,0.811466536,2.24467802,0.509462775,2.273859652,3.091904815,good
2319.0,-1.746794641,3.511757902,-2.191907688,0.568637437,1.27942102,-0.584781436,-1.188675877,good
3618.0,0.86128285,-0.996567217,-0.727968727,3.078162986,-0.705652928,-1.579707409,0.440505842,good
2870.0,-2.703039097,0.292112109,0.687527463,0.199698342,0.339277854,-0.806530696,1.32628185,bad
2560.0,-2.002108913,0.914239187,-1.212154567,0.377442914,-0.412552323,1.292215365,0.390464668,bad
1429.0,-0.279036417,-2.126959187,0.441181072,0.390840116,-1.625930602,-0.561359392,-2.628356827,bad
2402.0,0.571692635,-0.863996985,-2.875435049,2.026405836,-4.246383911,1.006723513,0.500029929,bad
2149.0,1.136051035,-0.295270112,-1.619187353,1.987419922,0.019736322,-0.840226087,2.568845781,bad
2982.0,0.144373555,-1.132383527,-1.56068607,0.501401077,2.256801685,0.900387,1.221682298,bad
3198.0,-1.355544196,1.18888116,-2.89509295,-0.384313803,-2.467256063,1.68196175,0.601349722,bad
2899.0,-3.489465339,2.16161112,-1.608929923,-0.065903386,3.786353216,-1.59685298,-5.376070651,good
1360.0,-4.773874748,-1.035044745,-0.469371164,1.979014437,-1.245770838,3.65574391,0.810334873,bad
2677.0,-0.99710745,-2.385246386,-2.422588717,-0.756712088,4.433900173,2.432464583,1.691025405,bad
1574.0,0.819937172,-2.099952592,-2.165406167,2.746618832,1.448078039,-1.373346648,0.427520425,good
1898.0,-1.06419107,0.055564833,-0.860756943,1.717759311,-3.339802012,0.907996772,1.943418859,bad
2833.0,-3.655554398,-2.101528832,0.156958016,0.011405129,4.535179716,1.892605849,3.467810108,bad
3527.0,-0.865415634,-1.53193856,-3.097760939,2.512153334,-1.663617733,-1.179214331,-3.978524859,bad
2284.0,-0.932976321,0.218100674,2.337452345,1.027432189,-0.372684741,0.108566831,2.504311868,bad
3848.0,-0.513569122,-1.510301706,-0.909625212,3.660499111,2.709910602,0.430188238,-0.721453515,good
2568.0,-3.1008666,-0.311053023,1.375175592,3.121556993,-0.720217161,1.921215423,-0.127366597,bad
1569.0,1.012602773,-2.727092843,-0.588560196,3.408492098,-4.005527393,-0.946999719,-0.990545561,bad
1328.0,1.096152189,-0.615714494,-5.555187967,3.217400449,-0.749667555,2.274724642,-0.20004532,bad
3415.0,-1.733815615,0.351822194,1.870895093,2.979014913,-2.047080866,-1.69042905,0.101005434,bad
1584.0,-1.76394482,0.757945663,-0.559157972,1.568805168,0.047281597,0.748784268,-0.415019589,bad
3288.0,-3.645545244,0.034728056,1.972599444,-0.236277753,2.953790582,-0.678424829,-2.554458565,good
3064.0,-2.50739464,-2.501562034,2.929628394,0.192478451,2.212366121,-0.217932148,-4.037148536,good
2257.0,0.153430601,-2.911247612,-0.817713752,2.134517734,-0.827077744,0.650187965,1.815367793,bad
3602.0,0.57383796,-4.604309375,3.498755063,2.549497954,0.11755595,2.629807952,3.744711358,good
1486.0,2.713947758,0.010542628,-1.467580504,1.940686531,-0.194521194,-0.310921022,1.148905922,bad
1169.0,0.661481765,-0.172530044,-1.292935242,2.287007246,-1.045618656,-1.026659225,0.461086978,good
24.0,0.522960759,-1.428085244,-0.743518743,1.786716194,-4.207543546,-1.825231216,-1.430429857,bad
3544.0,-0.562327703,-2.16738344,-0.86729569,0.496307948,-0.261085087,-0.865254657,-0.270118466,good
278.0,-2.263612351,2.126844821,-1.563018693,-1.675057199,0.025071265,1.927114045,0.764295402,bad
177.0,-1.080276744,1.244658574,1.21506728,-0.812246149,-0.062306598,-0.277077972,-1.977000824,good
442.0,-1.768985907,-0.338156799,0.815394537,-0.435690131,3.506835034,-0.749377068,-4.42166643,good
1500.0,-1.359602279,-0.73903242,-3.490921361,1.046146925,-0.739506824,2.381264687,-1.58956899,bad
1575.0,3.334510251,-1.644267792,-1.989985646,2.363715553,0.573928824,0.433118791,2.416317749,good
517.0,1.489117723,-0.564749263,-1.795275197,1.464253868,-1.172761989,-0.362617184,-0.62391155,bad
1794.0,-0.85260778,-2.40937677,-4.204689839,0.284769457,-2.557982346,4.092179418,-2.878008873,bad
2933.0,1.436706271,-1.957720938,0.9973727,1.143156831,1.608127383,1.806767369,-0.553338298,good
2026.0,-1.783655783,-2.933478072,0.276863915,0.284644285,2.387229867,1.772527081,1.186414598,bad
1072.0,-1.333970425,-2.241195081,-0.754421939,2.188073826,-1.088462224,-2.193255344,-1.288854244,good
1674.0,-1.132557682,-0.462099742,-2.043910543,1.561229857,-3.717128152,0.492360966,-0.201099027,bad
985.0,-1.857783984,2.34886037,0.540231035,-0.565698323,1.609930424,-3.109112713,1.230691463,good
679.0,-0.711035314,-3.377666855,1.825954976,2.683285947,2.70647602,1.076922522,0.536212238,good
1693.0,2.903089898,-0.748370271,-1.608413979,0.836870723,-0.558576794,0.723190393,0.818821014,good
2572.0,-0.517698601,-0.804642323,2.329574511,0.922023512,-0.154363549,0.759058707,1.168981716,good
1223.0,1.348680321,-0.733837122,1.389230281,-0.467377313,4.523724218,-2.426100222,3.618673557,good
2729.0,0.040653955,-0.355053312,-1.430205204,1.661561304,-1.733064905,0.767835792,-0.37030521,bad
359.0,-2.252408848,-2.923768893,-0.622918038,0.191839018,-2.615010091,1.274305092,-3.976483633,bad
2525.0,-4.192515459,-1.530624498,3.641226851,0.287239229,1.922838428,0.340670904,0.300425348,bad
2817.0,-1.219903011,-3.525280554,3.821567403,1.790595721,1.920791996,0.234290545,0.375622231,good
3496.0,-1.453214396,-1.145158259,-0.053281508,2.144055534,1.14640193,1.457554124,0.758104622,good
2048.0,-1.898389482,-3.682617391,4.521893999,1.289006287,2.630410581,0.242000892,-0.299100961,good
1288.0,3.283619299,-4.398594315,-3.471188231,1.174297948,-0.683198208,2.026591782,-2.549854264,good
1751.0,-2.818993177,1.050634051,-1.086368485,-1.590237183,1.445839086,3.698570269,0.444069046,bad
2753.0,-1.579323154,-0.647852043,-5.488749367,1.956590682,-5.452211864,2.270431653,-0.916131,bad
1374.0,-3.640829808,-2.977709023,-1.584836122,0.00103527,4.370638019,5.537761381,1.278969028,bad
2644.0,-2.635000425,-3.446089487,0.344271425,0.313967126,-2.382391716,0.775201206,-4.436004418,bad
743.0,0.848270123,-0.743180273,-1.524567061,1.043947841,0.51421072,1.169524813,-1.284494762,bad
233.0,1.29829612,-0.333265511,-1.853063716,-0.055402475,3.748343007,-1.126858125,-0.486259057,bad
55.0,2.032797084,-0.641021365,-2.409689916,2.936128289,1.675484552,-0.904588536,2.287350346,good
209.0,-0.96138762,-1.260524287,-3.246894069,-0.754798811,-0.243771259,4.2425723,-2.15334928,bad
423.0,-0.166096708,0.385633008,-1.102875412,0.473801502,0.325482818,0.983244135,-2.171938158,good
3282.0,1.131184679,-1.231407209,-0.744317276,1.546482031,1.424070306,-1.547877026,0.964165879,good
3416.0,1.153913151,-4.317743611,1.435670599,2.273066016,0.822960315,2.9977219,1.95327206,good
1127.0,-0.819889002,-2.35346329,2.606042575,0.15499087,1.299494552,1.211605631,-2.830885051,good
1622.0,1.356609903,0.773714716,1.649049236,-1.429005704,4.150086737,-2.285417305,3.794659404,good
621.0,-0.976025776,-4.201242798,-1.680632637,1.546067983,-1.330250067,2.643542865,-4.007585958,bad
1501.0,0.687982091,-0.13509323,-1.257287334,3.237504317,-1.20599185,-1.335646136,1.003508224,good
2247.0,-3.696848251,0.761063567,0.987403283,2.57453104,3.974331114,-2.365227913,-2.839214332,good
791.0,-2.477605551,-0.657952543,-2.094640965,1.580006074,-0.911672865,-0.419339383,-2.949443677,bad
1743.0,0.562269191,0.946573972,-1.791576862,1.527887376,1.894177593,1.057596439,-1.37733815,good
2878.0,-1.543241264,0.492982015,-1.64010629,0.8128365,-1.189101619,2.615443796,1.92667469,bad
461.0,-0.107114559,1.360180126,-0.262722863,1.430869724,2.112507809,-2.750042627,1.954562057,good
2081.0,1.637304029,-1.26337978,-2.504234279,2.175048438,-1.618213406,0.743970264,-1.014262058,bad
1871.0,-2.964773899,-0.187183233,3.186063135,0.379487917,1.999168877,-1.860598181,-4.492389752,good
3438.0,-0.569788532,1.605649942,-1.601559679,0.5283013,-1.125234674,-0.605007302,0.918075613,good
624.0,0.607802481,1.256021543,-3.184850676,3.792928523,0.447479634,1.363688204,0.773249664,good
477.0,-2.548002967,-0.856293673,-0.921999293,0.947152819,1.356728496,2.916870027,0.404912999,bad
722.0,-0.720649579,-2.904340989,2.649370106,1.598382197,1.400860421,1.707681788,-0.396285908,good
3038.0,2.017375693,1.631631987,-4.048329828,0.403906692,-1.546145898,1.955092479,-0.559362496,good
3209.0,-0.46518003,-0.441021199,2.66634754,-3.424639414,6.228487613,-3.118952875,5.201887028,good
1763.0,2.49522748,-2.059803393,0.2328313,0.214406632,3.564175608,-1.10214237,3.368661424,good
2589.0,2.474984704,0.511224433,-3.914485791,0.629872142,0.477448672,1.2953872,-2.894965081,bad
2724.0,-3.145735597,-1.499718002,1.346765633,0.35805594,2.437024793,0.530082467,-3.102236247,bad
3457.0,-2.923748946,-0.550624456,-0.9591036,-0.109378881,1.146813049,2.389869131,-1.733447098,bad
1222.0,0.184781986,-3.970656444,3.020796847,0.147700876,0.071198093,2.991972655,0.673504733,good
3306.0,2.117070831,-0.987348564,-4.111676899,1.887538063,-0.491670135,2.087674296,-1.652114056,bad
3724.0,-0.896410734,0.069006498,-0.446789053,0.048893091,0.949138848,1.460102011,-2.349972115,good
1426.0,-1.692354408,-0.019196062,0.624921422,1.535747922,2.361738393,-0.614886478,-3.481424234,good
1846.0,-1.359289136,0.741524097,1.520133187,1.902104006,2.816536373,-1.64884014,-2.812780317,good
3875.0,-0.826642551,-2.072267331,-2.158359734,2.894249262,-0.443796679,5.000723735,-2.558510083,bad
2456.0,1.10317433,1.129117519,-2.447151412,-0.758535636,-1.057971827,1.036157838,0.420810121,good
2687.0,1.71377231,-3.247276583,1.492486574,0.465715945,-0.454654045,-0.147997262,-2.47195567,bad
2827.0,0.553789891,-0.114321556,-1.075703912,-0.096239689,1.380802349,-1.297286138,-0.037817127,good
2945.0,-3.147403328,-1.18396474,0.336733693,1.186935494,0.105455198,0.407940194,3.383837679,bad
1013.0,0.094103112,0.407294368,-0.390131643,2.530804324,-3.129980546,-0.322171308,-3.101679757,bad
2596.0,3.046144924,-4.690724476,1.912360951,3.455782612,-1.667052551,4.258164361,6.004566164,good
2287.0,-1.034137908,1.61259247,-0.216231131,0.186037696,-0.106674838,0.721565379,-2.851279554,good
2574.0,1.723037415,-4.678187882,2.900593902,1.718069415,0.254127137,3.167806994,1.379090343,good
2490.0,0.250472184,-2.062609291,-1.442699517,2.931866082,0.370648795,-1.920330563,-1.50774414,good
2649.0,1.233348216,-1.12092188,-3.15945459,-0.045714601,3.124290981,-0.224951622,1.754105271,bad
50.0,-2.938616815,0.524454917,0.802257441,-1.475930881,-0.336348939,1.43064807,-2.298875523,good
45.0,0.03347095,-0.044160963,-0.481202468,4.937209505,-0.609872897,-3.231504027,1.248791791,good
1844.0,1.329625793,-0.724636342,-0.828483746,-0.484221187,2.893090553,-1.011137425,2.081537202,good
3855.0,-0.929717989,-2.429990314,1.107567456,1.102608458,-0.446792496,0.603345777,-1.685764024,bad
2702.0,3.436588668,-0.789016575,-0.72497271,-0.175611649,2.961983834,-0.290080505,1.817069571,good
2328.0,-2.970585859,-1.67569901,2.673632118,0.646731152,1.943992978,0.726577731,1.097634922,good
3165.0,1.831696408,-1.400383813,-2.13308743,-0.467852536,1.395362241,0.614226653,0.586654871,good
2837.0,2.458185359,-4.209635871,1.395269049,3.854351219,0.293080792,3.026759573,3.598619133,good
1821.0,1.49178545,-1.188029602,0.2855794,-0.311663076,-2.034478243,3.039903392,-0.384522554,good
906.0,1.157303066,-1.667305035,-3.93396393,4.061074114,-3.066174072,-0.020476977,-1.101755862,bad
252.0,0.09677995,-0.619040449,1.372660497,-1.551754788,-1.48809087,1.913225169,-2.730679347,good
1542.0,-0.30846855,0.425289983,1.523274947,2.792476835,-1.08653548,-1.530739672,0.270685503,bad
301.0,0.660365183,0.658653258,-0.974905706,2.124386339,0.562971319,-1.735898312,1.333438049,good
3722.0,0.017242902,-3.312535365,-3.099932129,1.350343462,-3.025360641,2.711290269,-2.931796158,bad
396.0,2.825907603,-1.11932847,-1.648692426,0.958924069,0.436684639,0.644316961,1.601038247,good
1909.0,1.411866768,-0.131127739,-4.547112874,3.194631624,-1.435088988,1.042234156,0.033384684,good
462.0,-3.820327014,0.737890287,1.40228473,-1.026727144,2.101236315,-0.333243731,-1.29240429,good
